"CNPJ","NOME","PROJETO","DATA","VALOR (R$)"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","2831 - CV - FINEP/FCPC - RIMEC  IMPLANTAÇÃO E CONS. DA REDE TEMAT.INSUMO FARMACÊUTICO","18/01/2017","152,00"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","654,43"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","239,69"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","13,67"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","75,56"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","107,73"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","355,53"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","84,80"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","122,96"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","231,14"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","140,06"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","199,91"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","177,66"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","222,85"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","363,53"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","186,56"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","267,65"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","201,00"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","97,68"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","118,51"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","179,63"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","182,50"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","408,38"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","231,69"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","95,92"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","485,36"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","207,87"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","182,51"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","254,86"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","275,53"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","130,64"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","44,60"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","0101 - FCPC","18/01/2017","700,30"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","1089 - RESCISAO CONTRATUAL","18/01/2017","153,63"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","1089 - RESCISAO CONTRATUAL","18/01/2017","546,10"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","1089 - RESCISAO CONTRATUAL","18/01/2017","116,32"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","1089 - RESCISAO CONTRATUAL","18/01/2017","396,39"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","1089 - RESCISAO CONTRATUAL","18/01/2017","194,29"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","1089 - RESCISAO CONTRATUAL","18/01/2017","90,34"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","3230 - TC. FURUKAWA/UFC/FCPC - SISTEMA INFORMATIZADO DE FERRAMENTAS VERSÃO II","11/01/2017","420,96"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","3230 - TC. FURUKAWA/UFC/FCPC - SISTEMA INFORMATIZADO DE FERRAMENTAS VERSÃO II","11/01/2017","259,52"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","3230 - TC. FURUKAWA/UFC/FCPC - SISTEMA INFORMATIZADO DE FERRAMENTAS VERSÃO II","09/01/2017","420,96"
"***.00.360/****-04","CAIXA ECONOMICA FEDERAL","3230 - TC. FURUKAWA/UFC/FCPC - SISTEMA INFORMATIZADO DE FERRAMENTAS VERSÃO II","09/01/2017","259,52"
"***.00.474/****-62","ECAD - ESCRITORIO CENTRAL DE ARRECADACAO E DISTRIBUICAO","1016 - CARTA -  UFC/FCPC RADIO UNIVERSITARIA FM","02/02/2017","695,56"
"***.00.474/****-62","ECAD - ESCRITORIO CENTRAL DE ARRECADACAO E DISTRIBUICAO","1016 - CARTA -  UFC/FCPC RADIO UNIVERSITARIA FM","02/02/2017","6.955,60"
"***.00.474/****-62","ECAD - ESCRITORIO CENTRAL DE ARRECADACAO E DISTRIBUICAO","1016 - CARTA -  UFC/FCPC RADIO UNIVERSITARIA FM","02/01/2017","6.955,60"
"***.00.474/****-62","ECAD - ESCRITORIO CENTRAL DE ARRECADACAO E DISTRIBUICAO","1016 - CARTA -  UFC/FCPC RADIO UNIVERSITARIA FM","02/01/2017","695,56"
"***.00.481/****-32","PANEBOX - PANIFICADORA  E CONFEITARIA LTDA","0101 - FCPC","30/01/2017","270,00"
"***.00.776/****-56","B2W COMPANHIA DIGITAL","3200 - CT -  CPA-CMF/FCPC - PARTICIPACAO NA RNP","04/01/2017","113,63"
"***.00.980/****-43","KERNEL INFORMATICA LTDA","0101 - FCPC","18/01/2017","3.236,10"
"***.00.983/****-60","LOCKTEC TECNOLOGIA EM SEGURANCA INTEGRADA LTDA","0101 - FCPC","18/01/2017","204,66"
"***.01.527/****-45","W&M PUBLICIDADE LTDA - EPP","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","17/01/2017","383,22"
"***.01.527/****-45","W&M PUBLICIDADE LTDA - EPP","2925 - CT. FAIMER/FCPC - FAIMER","13/01/2017","255,48"
"***.01.527/****-45","W&M PUBLICIDADE LTDA - EPP","2893 - CEPISA/FCPC - PESQUISA E DESENVOLVIMENTO","13/01/2017","319,35"
"***.01.527/****-45","W&M PUBLICIDADE LTDA - EPP","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","13/01/2017","255,48"
"***.01.527/****-45","W&M PUBLICIDADE LTDA - EPP","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","04/01/2017","383,22"
"***.01.527/****-45","W&M PUBLICIDADE LTDA - EPP","2978 - CT - UFC/FCPC - LACT - LABORATOIRO DE ANALISES CLINICAS E TOXICOLOGICAS","03/01/2017","319,35"
"***.01.788/****-00","ROCHA ARAUJO E ARRAIA ADVOGADOS ASSOCIADOS","0101 - FCPC","16/01/2017","3.185,14"
"***.01.999/****-20","ELETRONICA APOLO ALDEOTA LTDA","2943 - CT EVONIK/FCPC - EFEITO BIOLOGICO DO MET EM CAMARÕES","27/01/2017","69,90"
"***.02.162/****-40","MEGAGEM COMERCIO SERVICOS LTDA","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","25/01/2017","865,00"
"***.02.162/****-40","MEGAGEM COMERCIO SERVICOS LTDA","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","05/01/2017","905,00"
"***.02.243/****-63","PORTAS E PORTOES AUTOMATICOS CELBRA LTDA","0101 - FCPC","06/02/2017","129,49"
"***.02.243/****-63","PORTAS E PORTOES AUTOMATICOS CELBRA LTDA","2946 - CT - UFC/FCPC CURSO DE ESPECIALIZAÇÃO EM DOCÊNCIA NA EDUCAÇÃO INFANTIL","23/01/2017","70,00"
"***.02.243/****-63","PORTAS E PORTOES AUTOMATICOS CELBRA LTDA","0101 - FCPC","23/01/2017","129,49"
"***.02.403/****-34","CARMEHIL COMERCIAL ELETRICA LTDA","2943 - CT EVONIK/FCPC - EFEITO BIOLOGICO DO MET EM CAMARÕES","30/01/2017","2.868,37"
"***.02.558/****-34","TELEFONICA BRASIL S/A","0101 - FCPC","02/01/2017","3.462,53"
"***.02.558/****-62","TELEFONICA BRASIL S.A","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","12/01/2017","39,90"
"***.02.558/****-62","TELEFONICA BRASIL S.A","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","12/01/2017","10,00"
"***.02.558/****-62","TELEFONICA BRASIL S.A","2423 - CV. ICC/FCPC - PARTICIPAÇÃO NA REDE NACIONAL DE ENSINO E PESQUISA","03/01/2017","1.009,52"
"***.02.558/****-62","TELEFONICA BRASIL S.A","2757 - CT. EMBRAPA/UFC/FCPC - ACESSO A REDE NACIONAL DE ENSINO E PESQUISA","02/01/2017","640,81"
"***.02.558/****-62","TELEFONICA BRASIL S.A","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","02/01/2017","316,53"
"***.02.558/****-62","TELEFONICA BRASIL S.A","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","02/01/2017","96,22"
"***.02.645/****-99","FUNDO NACIONAL ANTIDROGAS - FUNAD","0101 - FCPC","03/01/2017","2.377,98"
"***.02.919/****-86","CAFE E COMPANY SERV DE LOC DE MAQ E EQUIP AUT LTDA ME","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","01/02/2017","380,00"
"***.02.919/****-86","CAFE E COMPANY SERV DE LOC DE MAQ E EQUIP AUT LTDA ME","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","02/01/2017","380,00"
"***.03.050/****-23","CENTRO DE ESTAGIO - CENTRO DE ESTAGIO EMPRESARIAL LTDA - ME","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","31/01/2017","1.535,00"
"***.03.050/****-23","CENTRO DE ESTAGIO - CENTRO DE ESTAGIO EMPRESARIAL LTDA - ME","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","31/01/2017","3.140,00"
"***.03.050/****-23","CENTRO DE ESTAGIO - CENTRO DE ESTAGIO EMPRESARIAL LTDA - ME","3235 - TC. SCHNEIDER/UFC/FCPC - ATUALIZAÇÃO TECNOLÓGICA EM NOBREAKS","31/01/2017","785,00"
"***.03.188/****-09","BIO-RAD LABORATORIOS BRASIL LTDA","2978 - CT - UFC/FCPC - LACT - LABORATOIRO DE ANALISES CLINICAS E TOXICOLOGICAS","06/01/2017","75.200,00"
"***.03.637/****-84","ASSOCI BRASILEIRA DAS EDIT UNIVERSITARI","1109 - CT. UFC/FCPC - EDIÇÕES UFC - PRESTAÇÃO DE SERVIÇOS","23/01/2017","1.850,00"
"***.03.773/****-67","EMPRESA DE TECNOLOGIA DA INFORMACAO DO ESTADO DO CEARA","0101 - FCPC","03/02/2017","12,63"
"***.03.773/****-67","EMPRESA DE TECNOLOGIA DA INFORMACAO DO ESTADO DO CEARA","0101 - FCPC","13/01/2017","14,24"
"***.03.837/****-98","STAR LOGISTICAINTERNACIONAL LTDA","0101 - FCPC","10/01/2017","643,04"
"***.04.065/****-00","ASSOC LOJ  SHONPPING ALDEOTA","0101 - FCPC","27/01/2017","10,70"
"***.04.065/****-00","ASSOC LOJ  SHONPPING ALDEOTA","0101 - FCPC","02/01/2017","10,70"
"***.04.190/****-30","MARIA GENI DISTRIBUIDORA DE ARTIGOS DE PAPELARIA LTDA","2962 - CV. INSTITUTO ATLÂNTICO/FCPC - PARTICIPAÇÃO NA RNP","20/01/2017","321,88"
"***.04.190/****-30","MARIA GENI DISTRIBUIDORA DE ARTIGOS DE PAPELARIA LTDA","3213 - CT. UFC/FCPC - CONCURSO PUBLICO P/ SELEÇÃO DE SERVIDORES TÉCNICO-ADMINISTRATIVO","09/01/2017","574,80"
"***.04.190/****-30","MARIA GENI DISTRIBUIDORA DE ARTIGOS DE PAPELARIA LTDA","3035 - CT - UFC/FCPC-CASA AMARELA-CINEMA VIDEO E FOTOGRAFIA 2014.1","09/01/2017","163,00"
"***.04.206/****-50","TIM CELULAR S.A","0101 - FCPC","19/01/2017","492,98"
"***.04.206/****-50","TIM CELULAR S.A","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","12/01/2017","15,00"
"***.04.206/****-50","TIM CELULAR S.A","0101 - FCPC","09/01/2017","92,27"
"***.04.206/****-50","TIM CELULAR S.A","0101 - FCPC","09/01/2017","58,56"
"***.04.206/****-50","TIM CELULAR S.A","2922 - CT.PETROBRAS - PROJETO AMBES","09/01/2017","242,58"
"***.04.206/****-50","TIM CELULAR S.A","2922 - CT.PETROBRAS - PROJETO AMBES","09/01/2017","192,79"
"***.04.206/****-50","TIM CELULAR S.A","2922 - CT.PETROBRAS - PROJETO AMBES","09/01/2017","221,64"
"***.04.206/****-50","TIM CELULAR S.A","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","09/01/2017","46,00"
"***.04.698/****-00","COSTA VIANA - SERVICOS DE COPIAS LTDA - ME","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","06/02/2017","7.900,00"
"***.05.163/****-34","CEARACOM SERVICOS E COMERCIO DE TECNOLOGIAS LTDA - ME","0101 - FCPC","01/02/2017","450,00"
"***.05.163/****-34","CEARACOM SERVICOS E COMERCIO DE TECNOLOGIAS LTDA - ME","0101 - FCPC","04/01/2017","450,00"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","404,01"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","144,81"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","34,18"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","114,06"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","67,33"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","222,21"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","53,00"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","76,85"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","144,46"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","87,53"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","124,94"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","111,03"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","139,28"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","116,60"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","125,62"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","74,07"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","259,09"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","298,35"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","124,92"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","114,07"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","159,29"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","62,81"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","18/01/2017","437,68"
"***.05.330/****-62","FUNDACAO CEARENSE DE PESQUISA E CULTURA","0101 - FCPC","11/01/2017","300,54"
"***.05.570/****-59","KABUM COMERCIO ELETRONICO SA","3254 - CT. ZEIGLER/FCPC","09/02/2017","523,64"
"***.05.868/****-07","UNIMED FORTALEZA","0104 - FCPC - 124.176-1 - ENCARGOS","01/02/2017","66.017,98"
"***.05.868/****-07","UNIMED FORTALEZA","1089 - RESCISAO CONTRATUAL","27/01/2017","377,44"
"***.05.868/****-07","UNIMED FORTALEZA","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","5.639,34"
"***.05.868/****-07","UNIMED FORTALEZA","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","4.113,84"
"***.05.868/****-07","UNIMED FORTALEZA","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","25/01/2017","2.988,60"
"***.05.868/****-07","UNIMED FORTALEZA","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","3.725,54"
"***.05.868/****-07","UNIMED FORTALEZA","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","6.027,64"
"***.05.868/****-07","UNIMED FORTALEZA","0101 - FCPC","23/01/2017","1.086,80"
"***.05.868/****-07","UNIMED FORTALEZA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","23/01/2017","3.887,35"
"***.05.868/****-07","UNIMED FORTALEZA","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","20/01/2017","8.107,27"
"***.05.868/****-07","UNIMED FORTALEZA","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","20/01/2017","1.908,92"
"***.05.868/****-07","UNIMED FORTALEZA","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","20/01/2017","2.253,05"
"***.05.868/****-07","UNIMED FORTALEZA","3235 - TC. SCHNEIDER/UFC/FCPC - ATUALIZAÇÃO TECNOLÓGICA EM NOBREAKS","20/01/2017","3.606,83"
"***.05.868/****-07","UNIMED FORTALEZA","0101 - FCPC","18/01/2017","31.964,12"
"***.05.868/****-07","UNIMED FORTALEZA","0104 - FCPC - 124.176-1 - ENCARGOS","02/01/2017","68.139,18"
"***.05.875/****-35","ASSOCIACAO CEARENSE DE EMISSORAS DE RD E TV","1016 - CARTA -  UFC/FCPC RADIO UNIVERSITARIA FM","10/01/2017","180,00"
"***.06.005/****-85","MAPA IMPRESSAO DIGITAL LTDA","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","2.591,28"
"***.06.057/****-02","SENDAS DISTRIBUIDO S/A","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","18/01/2017","155,61"
"***.06.263/****-81","GUSTAVO H M CHERUBINI ME","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","06/01/2017","24.708,45"
"***.06.263/****-81","GUSTAVO H M CHERUBINI ME","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","03/01/2017","1.680,00"
"***.06.296/****-98","MARIA IZABEL LOPES ME","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","10/01/2017","222,30"
"***.06.296/****-98","MARIA IZABEL LOPES ME","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","10/01/2017","210,90"
"***.06.342/****-54","SODINE DISTRIBUIDOR DE LIVROS E PAPELARIA LTDA","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","17/01/2017","1.215,48"
"***.06.887/****-71","LOCAWEB IDC LTDA","0101 - FCPC","26/01/2017","1.447,34"
"***.06.887/****-71","LOCAWEB IDC LTDA","0101 - FCPC","10/01/2017","1.448,31"
"***.06.891/****-64","COMERCIAL DRAGAO LTDA","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","06/01/2017","127,20"
"***.06.962/****-24","APEFERR COM DE FERRAMENTAS EPIS E MAQUINAS LTDA ME","3000 - TC -  PETROBRAS/FCPC-REVESTIMENTO DE SOLDAGEM","10/01/2017","273,00"
"***.07.040/****-57","CAGECE","0101 - FCPC","10/01/2017","52,62"
"***.07.047/****-70","ENEL","0101 - FCPC","24/01/2017","30,53"
"***.07.047/****-70","ENEL","0101 - FCPC","23/01/2017","77,49"
"***.07.047/****-70","ENEL","0101 - FCPC","20/01/2017","86,59"
"***.07.047/****-70","ENEL","0101 - FCPC","20/01/2017","650,80"
"***.07.047/****-70","ENEL","0101 - FCPC","20/01/2017","382,34"
"***.07.047/****-70","ENEL","0101 - FCPC","20/01/2017","252,35"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3118 - CT IFCE/FCPC - ACESSO A RNP","08/02/2017","23,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","31/01/2017","3.833,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","2925 - CT. FAIMER/FCPC - FAIMER","31/01/2017","1.027,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","2962 - CV. INSTITUTO ATLÂNTICO/FCPC - PARTICIPAÇÃO NA RNP","31/01/2017","1.423,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","31/01/2017","1.000,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3118 - CT IFCE/FCPC - ACESSO A RNP","31/01/2017","421,85"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","25/01/2017","7.247,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","25/01/2017","10.043,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","25/01/2017","731,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","0101 - FCPC","25/01/2017","1.527,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3209 - CT. UNICHRISTUS/FCPC-PRESTAÇÃO DE SERVIÇOS","25/01/2017","3.135,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","23/01/2017","1.227,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","2962 - CV. INSTITUTO ATLÂNTICO/FCPC - PARTICIPAÇÃO NA RNP","23/01/2017","1.423,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3118 - CT IFCE/FCPC - ACESSO A RNP","23/01/2017","1.246,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3230 - TC. FURUKAWA/UFC/FCPC - SISTEMA INFORMATIZADO DE FERRAMENTAS VERSÃO II","10/01/2017","2.554,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","04/01/2017","1.423,00"
"***.07.084/****-78","IEL - INSTITUTO EUVALDO LODI NUCLEO DO CEARA","3209 - CT - UNICHRISTUS/FCPC-PRESTACAO DE SERVICOS","03/01/2017","3.135,00"
"***.07.152/****-00","A & C COMERCIO DE ARTIGOS DE PESCA E LAZER LTDA - EPP","3202 - ACORDO RARE/UFC/FCPC - PROGRAMA PESCA PARA SEMPRE","25/01/2017","395,00"
"***.07.152/****-00","A & C COMERCIO DE ARTIGOS DE PESCA E LAZER LTDA - EPP","3202 - ACORDO RARE/UFC/FCPC","09/01/2017","180,00"
"***.07.152/****-00","A & C COMERCIO DE ARTIGOS DE PESCA E LAZER LTDA - EPP","3202 - ACORDO RARE/UFC/FCPC","09/01/2017","1.990,00"
"***.07.152/****-00","A & C COMERCIO DE ARTIGOS DE PESCA E LAZER LTDA - EPP","3202 - ACORDO RARE/UFC/FCPC","09/01/2017","1.434,00"
"***.07.207/****-95","M. A. FROTA & CIA LTDA","2943 - CT EVONIK/FCPC - EFEITO BIOLOGICO DO MET EM CAMARÕES","30/01/2017","2.088,59"
"***.07.240/****-09","APIGUANA MAQUINAS E FERRAMENTAS LTDA","3035 - CT - UFC/FCPC-CASA AMARELA-CINEMA VIDEO E FOTOGRAFIA 2014.1","09/02/2017","192,00"
"***.07.240/****-09","APIGUANA MAQUINAS E FERRAMENTAS LTDA","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","18/01/2017","6,40"
"***.07.240/****-09","APIGUANA MAQUINAS E FERRAMENTAS LTDA","3000 - TC -  PETROBRAS/FCPC-REVESTIMENTO DE SOLDAGEM","18/01/2017","114,00"
"***.07.240/****-09","APIGUANA MAQUINAS E FERRAMENTAS LTDA","0101 - FCPC","11/01/2017","542,00"
"***.07.240/****-10","SOBRAL & PALACIO PETROLEO LTDA","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","30/01/2017","1.199,76"
